MOLENAME;TherapeuticIndication;TargetedRT;TargetedMZ;DrugPoolNumbers;EstimatedColonConcentrationMaier2018uM;SMILES;STATUS;TradeName;cas;iupacName;molArea;molCACO2;molFormula;molHALFLIFE;molHERG;molLD50;molLogP;molLogS;molPAINS;molPAMPA;molPGPINHIB;molPGPSUBST;molPSA;molVolume;molWeight;name;ref;salt_name;salt_smiles;smiles;source;Number_of_aliphatic_carboxylic_acids;Number_of_aliphatic_hydroxyl_groups;Number_of_aliphatic_hydroxyl_groups_excluding_tert_OH;Number_of_N_functional_groups_attached_to_aromatics;Number_of_Aromatic_carboxylic_acide;Number_of_aromatic_nitrogens;Number_of_aromatic_amines;Number_of_aromatic_hydroxyl_groups;Number_of_carboxylic_acids;Number_of_carboxylic_acids2;Number_of_carbonyl_O;Number_of_carbonyl_O__excluding_COOH;Number_of_thiocarbonyl;Number_of_C_OH_CCN_Ctert_alkyl_or_C_OH_CCNcyclic;Number_of_Imines;Number_of_Tertiary_amines;Number_of_Secondary_amines;Number_of_Primary_amines;Number_of_hydroxylamine_groups;Number_of_XCCNR_groups;Number_of_tert_alicyclic_amines;Number_of_H_pyrrole_nitrogens;Number_of_thiol_groups;Number_of_aldehydes;Number_of_alkyl_carbamates__subject_to_hydrolysis_;Number_of_alkyl_halides;Number_of_allylic_oxidation_sites_excluding_steroid_dienone;Number_of_amides;Number_of_amidine_groups;Number_of_anilines;Number_of_aryl_methyl_sites_for_hydroxylation;Number_of_azide_groups;Number_of_azo_groups;Number_of_barbiturate_groups;Number_of_benzene_rings;Number_of_benzodiazepines_with_no_additional_fused_rings;Bicyclic;Number_of_diazo_groups;Number_of_dihydropyridines;Number_of_epoxide_rings;Number_of_esters;Number_of_ether_oxygens__including_phenoxy_;Number_of_furan_rings;Number_of_guanidine_groups;Number_of_halogens;Number_of_hydrazine_groups;Number_of_hydrazone_groups;Number_of_imidazole_rings;Number_of_imide_groups;Number_of_isocyanates;Number_of_isothiocyanates;Number_of_ketones;Number_of_ketones_excluding_diaryl;Number_of_beta_lactams;Number_of_cyclic_esters__lactones_;Number_of_methoxy_groups__OCH3;Number_of_morpholine_rings;Number_of_nitriles;Number_of_nitro_groups;Number_of_nitro_benzene_ring_substituents;Number_of_non_ortho_nitro_benzene_ring_substituents;Number_of_nitroso_groups__excluding_NO2;Number_of_oxazole_rings;Number_of_oxime_groups;Number_of_para_hydroxylation_sites;Number_of_phenols;Number_of_phenolic_OH_excluding_ortho;Number_of_phosphoric_acid_groups;Number_of_phosphoric_ester_groups;Number_of_piperdine_rings;Number_of_piperzine_rings;Number_of_primary_amides;Number_of_primary_sulfonamides;Number_of_pyridine_rings;Number_of_quarternary_nitrogens;Number_of_thioether;Number_of_sulfonamides;Number_of_sulfone_groups;Number_of_terminal_acetylenes;Number_of_tetrazole_rings;Number_of_thiazole_rings;Number_of_thiocyanates;Number_of_thiophene_rings;Number_of_unbranched_alkanes_of_at_least_4_members;Number_of_urea_groups
METOCLOPRAMIDE;antiemetic;1.81;299.140055;1   6  15  17;NaN;CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC;USP, INN, BAN, JAN;MAXOLON;54143-57-6, 7232-21-5 [anhydrous], 364-62-5 [metoclopramide];(4-amino-5-chloro-2-methoxy-phenyl)-(2-diethylamino-ethylamino)-methanone;351.74557;-4.8;C14H23ClN3O2;11.46;0.29;163.07;1.469351;-1.991934;0.19;-5.03;0;0.01;55.902421;301.136468;300.14788;Metoclopramide;"Adv Biochem Psychopharmacol 35:163 (1982); Drugs 25:451 (1983)";chloride;[Cl-];CC[N+](CC)CCNC(c1cc(c(cc1OC)N)[Cl])=O;"synthetic; AHR-3070C";0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
METOLAZONE;diuretic, antihypertensive;3.18;365.060091;4   6  18  20;NaN;Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C;USP, INN, BAN, JAN;ZAROXOLYN;17560-51-9;9-chloro-3-methyl-4-o-tolyl-5-oxo-2,4-diaza-bicyclo[4.4.0]deca-1(6),7,9-triene-8-sulfonamide;347.973016;-5.11;C16H16ClN3O3S;15.13;0.41;547.13;2.383401;-5.151297;0.15;-5.56;0;0.01;76.394999;316.02026;365.06009;Metolazone;;;;CC1Nc2cc(c(cc2C(N1c1ccccc1C)=O)S(N)(=O)=O)[Cl];"synthetic; SR-720-22";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
METOPROLOL TARTRATE;antihypertensive, antianginal;1.99;267.183444;1   6  11  20;NaN;COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1;USP, JAN;LOPRESSOR;56392-17-7, 37350-58-6 [metroprolol];1-(4-(2-methoxy-ethyl)-phenoxy)-3-(1-methyl-ethylamino)-propan-2-ol;348.390375;-4.94;C15H26NO3;8.29;0.33;92.74;0.419574;-2.615552;0.02;-4.93;0.07;0.07;43.501918;278.495069;268.191269;Metoprolol;;tartrate;C(C(C([O-])=O)O)(C([O-])=O)O;CC(C)[N+]CC(COc1ccc(CCOC)cc1)O;"synthetic; CGP-2175E";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
MEVASTATIN;antihyperlipidemic, HMGCoA reductase inhibitor;4.94;390.240625;1   6   9  18;NaN;CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21;INN;;73573-88-3;10-(2-(4-hydroxy-6-oxo-tetrahydro-2H-pyran-2-yl)-ethyl)-9-methyl-bicyclo[4.4.0]deca-5,7-dien-2-yl 2-methyl-butanoate;463.369535;-4.92;C23H34O5;1.88;0.21;18.15;3.825226;-4.526111;0.21;-4.91;0.05;0.12;56.731806;441.28499;390.240624;CHEMBL1710493;"J Biol Chem 253:1121 (1978); Atherosclerosis 35:259 (1980)";;;CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@@H](CCC3C[C@H](CC(=O)O3)O)[C@@H]12;"Penicillium brevicompactum; Compactin; CS-500, ML-236B";0;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIANSERIN;5HT antagonist;2.62;264.162648;7   9  12  19;NaN;CN1CCN2c3ccccc3Cc3ccccc3C2C1;USAN, INN, BAN, JAN;ATHYMIL;21535-47-7, 24219-97-4 [mianserin];;302.594086;-4.73;C18H20N2;3.43;0.38;332.75;4.042348;-2.907006;0.01;-4.68;0;0.02;6.079126;277.989106;264.162649;Mianserin;;chloride;[Cl-];CN1CCN2C(C1)c1ccccc1Cc1ccccc12;"synthetic; ORG-GB-94";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIFEPRISTONE;progesterone antagonist, abortion inducer;NaN;429.266779;15  16  20  21;1931.994717;CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C;USAN, INN, BAN;MIFEPREX;84371-65-3;;484.753354;-4.95;C29H35NO2;4.44;0.4;41.79;5.241957;-6.148703;0.11;-4.48;0.05;0.08;31.90748;538.411041;429.266779;CHEMBL192959;;;;CC#C[C@@]1(CCC2C3CCC4=CC(CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C)=O)O;"synthetic; RU-38486, RU-486";0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MILNACIPRAN;inhibitor of norepinephrine and seritonin uptake, treatment of fibromyalgia;2.32;246.173213;1   6   8  13;NaN;CCN(CC)C(=O)C1(c2ccccc2)CC1C[NH3+];USAN, INN, BAN;SAVELLA;101152-94-7;;291.179871;-4.65;C15H23N2O;0.96;0.65;304.85;2.901023;-2.763326;0.04;-4.62;0;0.03;38.082458;281.017313;247.181038;Milnacipran;;chloride;[Cl-];CCN(CC)C(C1(CC1C[N+])c1ccccc1)=O;"synthetic; UNII-RNZ4305WW5";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
MYCOPHENOLATE MOFETIL;immune suppressant, antineoplastic, antiviral;2.91;433.210054;3   4   8  11;NaN;COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2;USAN;CELLCEPT;115007-34-6;2-(morpholin-4-yl)-ethyl 6-(2-hydroxy-4-methoxy-5-methyl-9-oxo-8-oxa-bicyclo[4.3.0]nona-1(6),2,4-trien-3-yl)-4-methyl-hex-4-enoate;484.340933;-5.13;C23H31NO7;0.29;0.11;242.48;2.15844;-3.221369;0.43;-4.88;0.02;0.02;78.079458;473.910216;433.210052;Mycophenolate Mofetil;"Clin J Am Soc Nephrol 2:968 (2007); Transplantation 87:785 (2009)";;;CC(CCC(=O)OCCN1CCOCC1)=CCc1c(c2C(=O)OCc2c(C)c1OC)O;"semisynthtic; RS-61443";0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NADOLOL;betaadrenergic blocker;1.67;309.194009;4   6  17  21;NaN;CC(C)(C)[NH2+]CC(O)COc1cccc2c1CC(O)C(O)C2;USP, INN, BAN, JAN;COGARD;42200-33-9;2-(3-(1,1-dimethyl-ethylamino)-2-hydroxy-propoxy)-bicyclo[4.4.0]deca-1(6),2,4-triene-8,9-diol;377.791305;-5.08;C17H28NO4;5.67;0.26;145.96;-0.076237;-3.874708;0.12;-5.55;0.03;0.05;66.247962;325.639265;310.201833;Nadolol;;;;CC(C)(C)[N+]CC(COc1cccc2C[C@H]([C@H](Cc12)O)O)O;"synthetic; SQ-11725";0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
NAFRONYL OXALATE;vasodilator;3.3;383.246044;1   5  15  21;NaN;CC[NH+](CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1;USAN, INN, BAN;PRAXILENE;3200-06-4, 31329-57-4 [nafronyl];2-diethylamino-ethyl 3-(bicyclo[4.4.0]deca-1,3,5,7,9-pentaen-2-yl)-2-((tetrahydro-furan-2-yl)-methyl)-propanoate;471.293294;-5.03;C24H34NO3;0.27;0.82;134.37;4.642685;-4.006616;0.32;-4.68;0.01;0.01;32.80858;415.639686;384.253869;Naftidrofuryl;;oxalate;C(C([O-])=O)([O-])=O;CC[N+](CC)CCOC(C(CC1CCCO1)Cc1cccc2ccccc12)=O;"synthetic; EU-1806, LS-121";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
NAFTOPIDIL;antihypertensive, alpha-blocker, 5HT1a agonist;0;392.209992;8  12  16  19;NaN;COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1;INN;AVISHOT;57149-07-2;1-(bicyclo[4.4.0]deca-1(10),2,4,6,8-pentaen-2-yloxy)-3-(4-(2-methoxy-phenyl)-piperazin-1-yl)-propan-2-ol;438.889644;-4.98;C24H28N2O3;3.99;0.72;271.73;4.073648;-4.185069;0.09;-4.56;0.05;0.03;38.494525;394.814237;392.209993;Naftopidil;"Eur J Clin Pharmacol 46:271 (1994); Prostate 25:46 (1994); Cardiovasc Drug Rev 12:32 (1994)";;;COc1ccccc1N1CCN(CC1)CC(COc1cccc2ccccc12)O;"synthetic; KT-611";0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NALOXONE;narcotic antagonist;NaN;327.147059;15  16  17  18;NaN;C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5;USP, INN, BAN, JAN;NARCAN;357-08-4, 51481-60-8 [dihydrate], 465-65-6 [naloxone];;327.433784;-4.97;C19H21NO4;5.1;0.21;157.29;1.570335;-2.883;0.4;-4.94;0.03;0.09;56.012005;368.087083;327.147058;Naloxone;"Brain Res 839:209 (1999); Brit J Pharmacol 127:605 (1999)";chloride;[Cl-];C=CCN1CC[C@]23c4c5C[C@@H]1[C@@]3(CCC([C@@H]2Oc4c(cc5)O)=O)O;"synthetic; EN-15304";0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NAPROXEN(+);antiinflammatory, analgesic, antipyretic;4.1;230.094295;11  13  15  17;NaN;COc1ccc2cc(C(C)C(=O)[O-])ccc2c1;USP, INN, BAN, JAN;ALEVE;22204-53-1;;255.756512;-4.73;C14H13O3;1.52;0;659.33;3.227074;-3.646627;0.01;-4.46;0;0.02;35.918762;224.724726;229.086469;Naproxen;;;;C[C@H](C([O-])=O)c1ccc2cc(ccc2c1)OC;"synthetic; RS-3650";1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NATEGLINIDE;antidiabetic;4.82;317.199093;9  12  15  18;NaN;CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)[O-])CC1;USAN, INN, BAN;STARLIX;105816-04-4;;384.305487;-5.18;C19H26NO3;1.52;0.42;267.43;3.681218;-4.451122;0.08;-5.12;0.01;0.01;52.882401;334.178431;316.191269;(S)-NATEGLINIDE;"Diabetes Res Clin Pract 12:53 (1991); Yakuri To Chiryo 25 Suppl 1:S5, S9 (1997)";;;CC(C)[C@H]1CC[C@@H](CC1)C(N[C@@H](Cc1ccccc1)C([O-])=O)=O;"synthetic; A-4166, DJN-608";1;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NEFAZODONE;antidepressant;0;469.224453;7   9  11  13;246.8014239;CCc1nn(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1;USAN, INN, BAN;SERZONE;82752-99-6;2-(3-(4-(3-chloro-phenyl)-piperazin-1-yl)-propyl)-5-ethyl-4-(2-phenoxy-ethyl)-3,4-dihydro-2H-1,2,4-triazol-3-one;534.826201;-5.04;C25H33ClN5O2;1.62;0.79;602.25;3.505565;-3.257254;0.35;-4.98;0.06;0.03;46.890625;479.749463;470.232278;Nefazodone;"Psychopharmacol Bull 26:147, 311 (1990); N Engl J Med 342:1462 (2000)";;;CCC1=NN(CCC[N+]2CCN(CC2)c2cccc(c2)[Cl])C(N1CCOc1ccccc1)=O;"synthetic; MJ-1374-1, BMY-1374";0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
NEFOPAM;analgesic;2.33;253.146664;7   8  18  19;NaN;C[NH+]1CCOC(c2ccccc2)c2ccccc2C1;USAN, INN, BAN;ACUPAN;23327-57-3, 13669-70-0 [nefopam];6-methyl-2-phenyl-3-oxa-6-aza-bicyclo[6.4.0]dodeca-1(8),9,11-triene;315.027493;-4.76;C17H20NO;4;0.86;126.95;2.215871;-1.954392;0.09;-4.58;0;0.02;12.098098;262.834067;254.154489;Nefopam;;;;C[N+]1CCOC(c2ccccc2)c2ccccc2C1;synthetic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
NEOSTIGMINE BROMIDE;cholinergic;1.25;223.144653;3   4   7  15;NaN;CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1;USP, INN, BAN, JAN;;114-80-7, 59-99-4 [neostigmine];dimethylamino-(3-trimethylamino-phenoxy)-methanone;275.954472;-4.5;C12H19N2O2;3.74;0.11;435.71;1.246466;-1.771533;0;-4.69;0.01;0.07;20.813937;250.964604;223.144653;Neostigmine;;bromide;[Br-];CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C;synthetic;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
NEVIRAPINE;antiviral, RT inhibitor;3;266.116761;4   6  15  19;NaN;Cc1ccnc2c1[N-]C(=O)c1cccnc1N2C1CC1;USP, INN, BAN;VIRAMUNE;129618-40-2;;277.871869;-4.52;C15H13N4O;17.68;0.18;478.22;3.248038;-3.204833;0.08;-4.83;0.02;0;44.535651;272.16388;265.108936;Nevirapine;;;;Cc1ccnc2c1[N-]C(c1cccnc1N2C1CC1)=O;"synthetic; BIRG-0587";0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
NICERGOLINE;vasodilator;3.29;483.115753;4   6  13  16;NaN;COC12CC(COC(=O)c3cncc(Br)c3)C[NH+](C)C1Cc1cn(C)c3cccc2c13;USAN, INN, BAN, JAN;SERMION;27848-84-6;;475.287095;-5.11;C24H27BrN3O3;0.89;0.59;523.33;2.965004;-4.06217;0.36;-4.84;0.03;0.02;42.259342;449.549697;484.12358;Nicergoline;;;;[H][C@@]12Cc3cn(C)c4cccc(c34)[C@]1(C[C@H](C[N+]2C)COC(c1cc(cnc1)[Br])=O)OC;synthetic;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
NITRENDIPINE;antihypertensive;4.41;360.132137;10  11  14  15;NaN;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C-]1c1cccc([N+](=O)[O-])c1;USAN, INN, BAN, JAN;BAYPRESS;84845-75-0;3-ethyl 5-methyl 2,6-dimethyl-4-(3-nitro-phenyl)-1,4-dihydro-pyridine-3,5-dicarboxylate;384.986841;-4.95;C18H19N2O6;1.37;0.46;299.78;3.128907;-3.835012;0.04;-4.7;0.01;0;90.543551;386.786298;359.124311;Nitrendipine;"Circulation Res 56:868 (1985); Br J Pharmacol 102:337 (1991); 105:997 (1992)";;;CCOC(C1[C-](C(=C(C)NC=1C)C(=O)OC)c1cccc(c1)[N+]([O-])=O)=O;"synthetic; Bay-E5009";0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NIZATIDINE;antiulcer, H2 antagonist;1.06;331.113669;4   6   7  14;NaN;CNC(=C[N+](=O)[O-])NCCSCc1csc(C[NH+](C)C)n1;USP, INN, BAN, JAN;AXID;76963-41-2;N1-(2-((2-(dimethylamino-methyl)-thiazol-4-yl)-methylsulfanyl)-ethyl)-N1-methyl-2-nitro-ethene-1,1-diamine;378.062479;-5.22;C12H22N5O2S2;2.49;0.21;361.25;-0.570463;-1.929297;0.05;-5.68;0.01;0.03;72.281373;319.114299;332.121491;Nizatidine;"Clin Pharmacol Ther 37:162 (1985); Arzneim Forsch 39:240 (1989)";;;CNC(=C[N+]([O-])=O)NCCSCc1csc(C[N+](C)C)n1;"synthetic; LY-139037";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;0
NORETHINDRONE ACETATE;Oral contraceptive (in combination with estrogen);4.7;340.203845;9  11  17  19;NaN;C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C;USP;AYGESTIN;51-98-9;;383.692177;-4.85;C22H28O3;5.19;0.11;142.69;3.855285;-4.641788;0.05;-4.76;0.02;0.03;33.429241;421.865479;340.203845;CHEMBL1357114;;;;[H][C@@]12CCC(C=C2CCC2C3CC[C@@](C#C)([C@@]3(C)CCC12)OC(C)=O)=O;"synthetic; NSC-9564";0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
NORGESTIMATE;progestin;5.05;369.230394;9  11  15  21;NaN;C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC;USP, INN, BAN;;35189-28-7;;415.084523;-4.8;C23H31NO3;2.75;0.21;131.52;4.935938;-4.835672;0.07;-4.74;0.03;0.03;50.021585;447.947269;369.230394;SCHEMBL15233395;;;;CC[C@]12CCC3C(CCC4=CC(CCC34)=NO)C1CC[C@]2(C#C)OC(C)=O;"semisynthetic; ORF-10131, RWJ-10131";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
NOSCAPINE;antitussive;2.37;413.147454;5  10  14  20;NaN;COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C;USP, INN, BAN, JAN;TUSACAPINE;912-60-7, 128-62-1 [noscapine];;417.664949;-5.13;C22H23NO7;10.64;0.11;277.35;2.355528;-2.989359;0.52;-4.55;0.07;0.03;64.76822;412.12963;413.147452;CHEMBL1403892;Tetrahedron Letters 1965: 669;chloride;[Cl-];CN1CCc2cc3c(c(c2[C@@H]1[C@H]1c2ccc(c(c2C(=O)O1)OC)OC)OC)OCO3;Corydalis cava and Papaver spp;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OLANZAPINE;antipsychotic;1.32;312.140868;11  13  14  16;32.00617079;Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[NH+](C)CC1;USAN, INN, BAN;ZYPREXA;132539-06-1;;343.783202;-4.83;C17H21N4S;4.26;0.58;251.49;1.645668;-2.260904;0.04;-4.85;0;0;25.911329;315.227684;313.148692;Olanzapine;"Int Clin Psychopharmacol 10:239 (1995); Am JK Psychiatry 156:702 (1999); Expert Opin Pharmacother 1:305 (2000)";;;Cc1cc2C(=Nc3ccccc3Nc2s1)N1CC[N+](C)CC1;"synthetic; LY-170053";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0
